ATC14028	96
LT2	96
NT12001	195
NT12002	201
NT12003	199
NT12004	201
NT12005	201
NT12007	201
NT12008	201
NT12009	198
NT12010	201
NT12011	201
NT12012	201
NT12013	201
NT12014	197
NT12015	201
NT12016	201
NT12017	201
NT12018	201
NT12019	201
NT12020	201
NT12021	201
NT12022	201
NT12023	201
NT12024	201
NT12025	201
NT12026	201
NT12027	201
NT12028	201
NT12029	201
NT12030	201
NT12031	201
NT12032	201
NT12033	201
NT12034	201
NT12035	201
NT12036	201
NT12037	201
NT12038	201
NT12039	201
NT12040	201
NT12041	201
NT12042	201
NT12043	200
NT12044	201
NT12045	201
NT12046	201
NT12047	201
NT12048	201
NT12049	200
NT12050	201
NT12051	201
NT12052	200
NT12053	201
NT12054	201
NT12055	201
NT12056	201
NT12057	201
NT12058	201
NT12059	201
NT12060	201
NT12061	200
NT12062	201
NT12063	201
NT12064	201
NT12065	200
NT12066	201
NT12067	201
NT12068	201
NT12069	201
NT12070	201
NT12071	201
NT12072	201
NT12073	201
NT12074	201
NT12075	201
NT12076	201
NT12077	201
NT12078	201
NT12079	201
NT12080	201
NT12081	201
NT12082	199
NT12083	201
NT12084	199
NT12085	201
NT12086	201
NT12087	201
NT12088	201
NT12089	201
NT12090	201
NT12091	201
NT12092	201
NT12096	201
NT12097	201
NT12098	201
NT12099	201
NT12100	199
NT12101	197
NT12102	201
NT12103	200
NT12104	201
NT12105	201
NT12106	201
NT12107	200
NT12108	201
NT12109	201
NT12110	201
NT12111	199
NT12112	201
NT12113	199
NT12114	201
NT12115	201
NT12116	201
NT12117	195
NT12118	201
NT12119	201
NT12120	201
NT12122	201
NT12123	201
NT12124	197
NT12125	200
NT12126	201
NT12127	201
NT12128	201
NT12129	201
NT12130	201
NT12131	201
NT12132	199
NT12133	199
NT12134	201
NT12135	201
NT12136	201
NT12137	199
NT12138	196
NT12139	201
NT12140	198
NT12141	201
NT12142	201
NT12143	200
NT12144	201
NT12145	200
NT12146	201
NT12148	201
NT12149	201
NT12151	201
NT12152	194
NT12153	201
NT12154	201
NT12155	201
NT12156	201
NT12157	201
NT12158	201
NT12159	201
NT12160	201
NT12161	201
NT12162	201
NT12163	201
NT12164	201
NT12165	197
NT12166	201
NT12167	201
NT12168	201
NT12169	201
NT12170	201
NT12171	201
NT12172	201
NT12173	200
NT12174	201
NT12175	201
NT12176	201
NT12177	201
NT12178	201
NT12179	201
NT12186	175
NT12187	176
NT12191	201
NT12192	201
NT12193	201
NT12195	201
NT12196	201
NT12197	201
NT12198	201
NT12199	201
NT12200	201
NT12201	201
NT12202	201
NT12203	201
NT12204	201
NT12205	201
NT12206	201
NT12207	201
NT12208	201
NT12209	201
NT12210	201
NT12211	201
NT12212	201
NT12213	201
NT12214	201
NT12215	201
NT12216	201
NT12217	201
NT12218	201
NT12219	201
NT12220	201
NT12221	201
NT12222	201
NT12223	201
NT12224	201
NT12225	201
NT12226	201
NT12227	201
NT12228	201
NT12229	201
NT12230	201
NT12231	201
NT12232	201
NT12233	201
NT12234	201
NT12235	96
NT12236	96
NT12237	96
NT12238	96
NT12239	96
NT12240	96
NT12241	96
NT12242	96
NT12243	96
NT12244	96
NT12245	96
NT12246	96
NT12247	96
NT12248	96
NT12249	96
NT12250	96
NT12251	96
NT12252	96
NT12253	96
NT12254	96
NT12255	96
NT12256	96
NT12257	96
NT12258	96
NT12259	96
NT12260	96
NT12261	96
NT12262	96
NT12263	96
NT12264	96
NT12265	96
NT12266	96
NT12267	96
NT12268	96
NT12269	96
NT12270	96
NT12271	96
NT12272	96
NT12273	96
NT12274	96
NT12275	96
NT12276	96
NT12277	96
NT12278	96
NT12279	96
NT12280	96
NT12281	96
NT12282	96
NT12283	96
NT12284	96
NT12285	96
NT12286	96
NT12287	96
NT12288	96
NT12289	96
NT12290	96
NT12291	96
NT12292	96
NT12293	96
NT12294	201
NT12295	201
NT12296	201
NT12297	201
NT12298	201
NT12299	201
NT12300	201
NT12301	201
NT12302	201
NT12303	201
NT12304	201
NT12305	201
NT12306	201
NT12307	201
NT12308	201
NT12309	201
NT12310	201
NT12311	201
NT12312	201
NT12313	201
NT12314	201
NT12315	201
NT12316	201
NT12317	201
NT12318	201
NT12319	201
NT12320	201
NT12321	201
NT12322	201
NT12323	201
NT12324	201
NT12325	201
NT12326	201
NT12327	201
NT12328	201
NT12329	201
NT12330	201
NT12331	201
NT12332	201
NT12333	201
NT12334	201
NT12335	201
NT12336	201
NT12337	201
NT12338	201
NT12339	201
NT12340	201
NT12341	201
NT12342	201
NT12343	201
NT12344	201
NT12345	201
NT12346	201
NT12347	201
NT12348	201
NT12349	201
NT12350	201
NT12351	201
NT12352	201
NT12353	201
NT12354	201
NT12355	201
NT12356	201
